attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,blinkStrength,time,m_2300,session_id,blinkType
78,56,26469,23493,13143,5253,8867,8698,1580,3794,0,37.054195000004256,0,34,0
66,66,214787,60216,46791,8945,9127,5937,2386,2105,0,38.060599999997066,0,34,0
75,60,17178,6856,14262,8377,7750,9772,4468,2670,0,39.06487800000468,0,34,0
63,60,7214,81969,14020,6745,14380,3988,5933,5115,0,40.044094400000176,0,34,0
63,60,7214,81969,14020,6745,14380,3988,5933,5115,0,41.036858499996015,0,34,0
63,60,7214,81969,14020,6745,14380,3988,5933,5115,0,41.03770950000035,0,34,0
50,69,57010,105015,102577,60855,24005,8216,3020,3346,0,41.0679409000004,0,34,0
50,69,57010,105015,102577,60855,24005,8216,3020,3346,54,41.25783859999501,0,34,0
50,69,57010,105015,102577,60855,24005,8216,3020,3346,57,41.4779916999978,0,34,0
50,69,57010,105015,102577,60855,24005,8216,3020,3346,56,41.794314500002656,0,34,0
53,67,135211,20907,7712,7284,1789,2723,2166,1045,0,42.04769059999671,0,34,0
53,67,135211,20907,7712,7284,1789,2723,2166,1045,202,42.11375950000365,0,34,1
53,67,135211,20907,7712,7284,1789,2723,2166,1045,207,42.45682760000636,0,34,2
53,67,135211,20907,7712,7284,1789,2723,2166,1045,255,42.83666739999899,0,34,2
53,67,1368112,165883,46651,54861,56765,15659,4430,1594,0,43.0565493000031,0,34,0
47,64,1753184,73274,36277,41993,19629,16478,3540,2007,0,44.06237149999652,0,34,0
50,69,1366858,168069,54145,24032,31338,17338,3789,2166,0,45.07052579999436,0,34,0
47,56,188073,149567,34260,18267,5085,3861,1471,1110,0,46.04717289999826,0,34,0
47,56,188073,149567,34260,18267,5085,3861,1471,1110,210,46.96355099999346,0,34,1
41,53,616048,170633,50773,29584,16482,8453,4470,6190,0,47.05913270000019,0,34,0
41,53,616048,170633,50773,29584,16482,8453,4470,6190,231,47.81175199999416,0,34,2
37,47,930417,157676,27165,44372,23205,12945,7068,1975,0,48.063796799993725,0,34,0
37,47,930417,157676,27165,44372,23205,12945,7068,1975,192,48.689350500004366,0,34,1
35,38,575358,128758,6017,18127,8292,8926,3353,1203,0,49.07038150000153,0,34,0
35,38,575358,128758,6017,18127,8292,8926,3353,1203,176,49.47509100000025,0,34,2
35,44,326883,243314,139708,14442,6852,7749,6549,4893,0,50.0440488000022,0,34,0
35,44,326883,243314,139708,14442,6852,7749,6549,4893,148,50.451928399998,0,34,1
35,44,326883,243314,139708,14442,6852,7749,6549,4893,0,51.03380439999455,0,34,0
35,44,326883,243314,139708,14442,6852,7749,6549,4893,0,51.03410740000254,0,34,0
38,47,296209,54352,14304,14428,5484,4718,1215,338,0,51.06559600000037,0,34,0
38,47,296209,54352,14304,14428,5484,4718,1215,338,114,51.34723549999762,0,34,2
38,47,296209,54352,14304,14428,5484,4718,1215,338,59,51.56872549999389,0,34,0
41,51,1686792,198705,158876,10406,32081,28995,49938,3014,0,52.05938920000335,0,34,0
41,51,1686792,198705,158876,10406,32081,28995,49938,3014,94,52.40722459999961,0,34,1
35,57,49080,69310,12705,11393,6802,2494,2933,1410,0,53.05062439999893,0,34,0
35,57,49080,69310,12705,11393,6802,2494,2933,1410,41,53.80572829999437,0,34,0
35,57,49080,69310,12705,11393,6802,2494,2933,1410,44,54.007725400006166,0,34,0
41,63,143214,176576,223982,12599,42833,17005,24121,13107,0,54.07134549999319,0,34,0
41,75,37874,25138,11599,32048,4534,4309,3586,2492,0,55.0482098999928,0,34,0
41,75,37874,25138,11599,32048,4534,4309,3586,2492,60,55.266101999994135,0,34,1
48,74,232687,27096,45242,25225,70344,18292,2936,4617,0,56.05292879999615,0,34,0
60,78,17304,18890,8594,4615,3540,4854,3290,2703,0,57.059121800004505,0,34,0
60,78,17304,18890,8594,4615,3540,4854,3290,2703,80,57.59415560000343,0,34,1
61,63,268645,34579,2859,8857,5527,2768,1447,865,0,58.06656959999236,0,34,0
61,63,268645,34579,2859,8857,5527,2768,1447,865,61,58.31632990000071,0,34,2
61,63,268645,34579,2859,8857,5527,2768,1447,865,148,58.94076240000141,0,34,1
77,47,34241,40889,9369,10265,4122,27436,2670,762,0,59.06949429999804,0,34,0
77,47,34241,40889,9369,10265,4122,27436,2670,762,156,59.351276100002,0,34,2
77,47,34241,40889,9369,10265,4122,27436,2670,762,160,59.63414449999982,0,34,2
81,30,195198,28895,919,11791,5676,8306,5733,942,0,0.0155379999996512,0,35,0
78,53,34466,43582,4704,29081,13241,16461,15561,4479,0,0.0294624999987718,0,35,0
78,67,162377,96712,65492,19223,10888,55803,19374,6433,0,0.0447113999980501,0,35,0
78,67,162377,96712,65492,19223,10888,55803,19374,6433,40,0.0531671999997342,0,35,0
83,78,977582,123798,32940,34562,29197,41127,20833,11113,0,0.1969850999994378,0,35,0
75,75,878051,196308,20370,31652,17049,15511,13435,5852,0,0.2255442999994557,0,35,0
74,78,651117,114674,74229,24197,6160,31318,23204,9310,0,0.8621356000003289,0,35,0
83,53,19914,20413,881,4288,14994,46237,15994,6085,0,1.848469100001239,0,35,0
84,38,105255,20988,2493,851,4188,7489,5528,1464,0,2.9200424999980896,0,35,0
96,41,311397,71574,18192,20552,4785,43530,15129,6884,0,3.843272900001466,0,35,0
100,38,23052,33209,22200,8656,12424,27579,15239,7330,0,4.850332199999684,0,35,0
94,61,1719003,25972,16072,25061,14273,43478,55925,5078,0,5.850430200000119,0,35,0
100,74,7456,12711,9506,7148,3946,48103,21903,9478,0,6.850718699999561,0,35,0
100,64,162113,20653,5166,5943,4932,13640,4946,2405,0,8.8525281000002,0,35,0
97,69,108247,11968,12714,4201,4883,6152,8446,4966,0,9.891554499998165,0,35,0
88,61,145095,33865,5700,1383,2381,13383,4210,1680,0,10.865637800001425,0,35,0
90,64,339843,39751,13508,15410,11283,35196,21640,4476,0,11.840413800000531,0,35,0
90,75,36638,22632,35308,9359,12167,29016,20013,9550,0,12.851415000000998,0,35,0
100,83,14601,16251,17242,8012,11140,29323,19177,12590,0,14.849262799998542,0,35,0
100,84,30228,33485,27926,9874,18043,44108,23020,12936,0,15.85057009999946,0,35,0
100,75,12535,13946,13382,8084,17712,46847,30075,23384,0,16.85250839999935,0,35,0
100,77,405303,42976,21257,25849,8504,38151,17786,2397,0,17.835927100000845,0,35,0
100,60,818560,133917,17521,1918,14790,45450,14174,16147,0,18.87572100000034,0,35,0
100,60,818560,133917,17521,1918,14790,45450,14174,16147,49,18.9339375999989,0,35,0
100,60,818560,133917,17521,1918,14790,45450,14174,16147,0,19.85282139999981,0,35,0
100,60,818560,133917,17521,1918,14790,45450,14174,16147,0,19.853194999999687,0,35,0
93,51,1318870,53644,5320,9035,9395,9398,6274,1925,0,19.854091099998183,0,35,0
91,60,114818,12978,48777,2079,13184,64804,17892,6549,0,20.85025060000044,0,35,0
96,51,14553,15216,17061,4098,12689,42146,21886,8969,0,21.86543339999844,0,35,0
91,60,197293,130896,2458,38416,40052,19578,12527,10625,0,22.83838749999996,0,35,0
96,56,2317,71022,1330,18183,21537,26051,27198,14821,0,23.871104900001228,0,35,0
87,67,53892,14781,17441,76031,28981,20692,46410,9562,0,24.844109099998605,0,35,0
74,70,173184,156290,21477,61441,20136,34109,46086,7220,0,25.8457942999994,0,35,0
75,66,334301,79937,6238,9941,23543,16614,42274,9211,0,26.86328219999996,0,35,0
74,81,434927,77811,40320,44847,38611,31271,19438,8080,0,27.89473100000032,0,35,0
69,69,184401,35647,11162,12694,4756,7323,5657,1771,0,28.849140099999204,0,35,0
69,69,184401,35647,11162,12694,4756,7323,5657,1771,0,29.85625489999802,0,35,0
69,69,184401,35647,11162,12694,4756,7323,5657,1771,0,29.8569768999987,0,35,0
69,61,455620,173703,34034,16607,23341,35333,27306,13956,0,29.85742559999926,0,35,0
67,64,716233,152655,25104,8185,21910,26567,25011,8614,0,30.85698409999896,0,35,0
70,60,340499,57307,8345,27884,8455,31348,24893,6680,0,31.84054330000072,0,35,0
78,66,501471,60004,30853,12666,5593,45689,17382,5549,0,33.86697659999845,0,35,0
78,77,202798,110526,19749,39366,11291,26192,16414,30218,0,34.89584649999961,0,35,0
74,67,657999,71937,6999,19443,31880,17244,25060,11996,0,35.84122249999928,0,35,0
75,56,318680,277092,40998,15095,5698,61240,17019,6608,0,36.85137509999913,0,35,0
67,50,115691,24733,6946,1069,2966,5879,5876,3428,0,37.85193050000089,0,35,0
75,51,337478,91559,57645,11145,19391,57367,17428,4790,0,38.84139570000116,0,35,0
75,51,337478,91559,57645,11145,19391,57367,17428,4790,0,39.831382100001065,0,35,0
75,51,337478,91559,57645,11145,19391,57367,17428,4790,0,39.83210640000107,0,35,0
78,60,832498,66795,29241,30808,37275,38534,34147,19777,0,39.85658179999882,0,35,0
81,80,307964,32918,59108,7493,12773,28334,23995,9092,0,40.851185200001055,0,35,0
69,78,703830,186769,24578,18241,12222,7200,7989,1775,0,41.865545500000735,0,35,0
69,78,703830,186769,24578,18241,12222,7200,7989,1775,67,41.90260729999864,0,35,1
69,78,703830,186769,24578,18241,12222,7200,7989,1775,68,42.13899649999803,0,35,2
69,78,703830,186769,24578,18241,12222,7200,7989,1775,66,42.43860529999802,0,35,2
69,78,703830,186769,24578,18241,12222,7200,7989,1775,71,42.69985860000088,0,35,2
57,66,599144,706978,68557,46199,35325,53169,20344,6972,0,42.84918789999938,0,35,0
57,66,599144,706978,68557,46199,35325,53169,20344,6972,68,43.03968809999788,0,35,1
57,66,599144,706978,68557,46199,35325,53169,20344,6972,73,43.441534699999465,0,35,2
43,56,452289,30282,2747,3796,2716,1319,1601,723,0,43.842759499999374,0,35,0
43,56,452289,30282,2747,3796,2716,1319,1601,723,70,43.864564899999095,0,35,2
43,56,452289,30282,2747,3796,2716,1319,1601,723,64,44.33181500000137,0,35,1
34,50,948080,92487,41007,18205,12081,9986,4238,2583,0,44.85165649999908,0,35,0
34,50,948080,92487,41007,18205,12081,9986,4238,2583,65,44.85199559999819,0,35,2
34,50,948080,92487,41007,18205,12081,9986,4238,2583,68,45.28497919999791,0,35,2
34,50,948080,92487,41007,18205,12081,9986,4238,2583,67,45.68354750000072,0,35,1
34,60,65564,20978,6366,4839,1610,1136,760,553,0,45.883789100000286,0,35,0
34,60,65564,20978,6366,4839,1610,1136,760,553,66,46.04474869999831,0,35,2
34,60,65564,20978,6366,4839,1610,1136,760,553,74,46.41616939999949,0,35,2
34,60,65564,20978,6366,4839,1610,1136,760,553,65,46.74456020000071,0,35,1
30,74,66953,12600,6335,1496,3211,968,600,742,0,46.86588499999925,0,35,0
30,74,66953,12600,6335,1496,3211,968,600,742,66,47.11723200000051,0,35,2
30,74,66953,12600,6335,1496,3211,968,600,742,63,47.42478230000052,0,35,2
30,74,66953,12600,6335,1496,3211,968,600,742,66,47.81613809999908,0,35,1
41,93,125359,4222,4511,2769,2303,1576,1813,277,0,47.84945389999848,0,35,0
41,93,125359,4222,4511,2769,2303,1576,1813,277,69,48.234964700001,0,35,2
41,93,125359,4222,4511,2769,2303,1576,1813,277,66,48.62493119999999,0,35,2
41,100,177822,13500,12160,9536,1699,2283,624,470,0,48.845030000000406,0,35,0
41,100,177822,13500,12160,9536,1699,2283,624,470,69,48.9964473,0,35,1
41,100,177822,13500,12160,9536,1699,2283,624,470,67,49.449405299998034,0,35,2
41,100,177822,13500,12160,9536,1699,2283,624,470,63,49.806724699999904,0,35,2
41,100,177822,13500,12160,9536,1699,2283,624,470,0,49.83289270000023,0,35,0
41,100,177822,13500,12160,9536,1699,2283,624,470,0,49.83306209999864,0,35,0
41,100,767941,75646,87266,22018,13796,6524,3583,1653,0,49.85803920000035,0,35,0
41,100,767941,75646,87266,22018,13796,6524,3583,1653,65,50.23258989999886,0,35,1
41,100,767941,75646,87266,22018,13796,6524,3583,1653,66,50.63063870000042,0,35,2
41,100,1742270,204952,97378,72333,55971,23687,18624,7965,0,50.86888859999817,0,35,0
41,100,1742270,204952,97378,72333,55971,23687,18624,7965,59,50.87006309999924,0,35,0
41,100,1742270,204952,97378,72333,55971,23687,18624,7965,63,51.14642119999917,0,35,2
41,100,1742270,204952,97378,72333,55971,23687,18624,7965,66,51.43249680000008,0,35,1
41,100,1742270,204952,97378,72333,55971,23687,18624,7965,64,51.65672039999845,0,35,2
41,100,89997,10705,5916,1637,7795,2411,1004,524,0,51.85077330000058,0,35,0
41,100,89997,10705,5916,1637,7795,2411,1004,524,65,52.082861399998365,0,35,2
41,100,89997,10705,5916,1637,7795,2411,1004,524,58,52.52794939999876,0,35,0
41,100,89997,10705,5916,1637,7795,2411,1004,524,61,52.88251490000039,0,35,1
48,84,35984,9654,2075,1752,2008,2278,1244,441,0,52.88361050000094,0,35,0
48,84,35984,9654,2075,1752,2008,2278,1244,441,66,53.307110400000965,0,35,2
48,84,35984,9654,2075,1752,2008,2278,1244,441,63,53.83302550000008,0,35,2
48,84,35984,9654,2075,1752,2008,2278,1244,441,60,54.78330899999855,0,35,1
51,53,291264,80599,6951,14204,9226,7791,5578,1343,0,54.85055719999946,0,35,0
51,53,291264,80599,6951,14204,9226,7791,5578,1343,64,55.20585159999973,0,35,2
51,53,291264,80599,6951,14204,9226,7791,5578,1343,64,55.73172690000138,0,35,2
47,53,87092,29130,10707,3576,5325,2550,911,334,0,55.84857929999998,0,35,0
47,53,87092,29130,10707,3576,5325,2550,911,334,62,56.20745040000111,0,35,1
47,53,87092,29130,10707,3576,5325,2550,911,334,59,56.57239910000135,0,35,0
40,51,152878,44516,8470,3264,3251,3389,972,406,0,56.86110929999995,0,35,0
40,51,152878,44516,8470,3264,3251,3389,972,406,59,57.03833350000059,0,35,0
44,51,77034,22594,2843,4194,2523,2671,2406,517,0,57.84776549999879,0,35,0
44,51,77034,22594,2843,4194,2523,2671,2406,517,58,59.19933839999794,0,35,0
44,51,77034,22594,2843,4194,2523,2671,2406,517,78,59.66365990000122,0,35,1
44,51,77034,22594,2843,4194,2523,2671,2406,517,0,59.88727360000121,0,35,0
44,51,77034,22594,2843,4194,2523,2671,2406,517,0,59.88750119999895,0,35,0
50,48,214279,194453,19875,21526,14377,6293,3512,1177,0,59.88795259999824,0,35,0
51,74,48304,80466,2686,38753,9623,5921,2749,1948,0,0.0088231000008818,0,36,0
51,57,193657,115692,22397,27660,30067,17048,4094,2433,0,0.025198300001648,0,36,0
51,57,164529,63304,84722,25251,30853,8713,2960,3970,0,0.0400375999997777,0,36,0
51,57,164529,63304,84722,25251,30853,8713,2960,3970,48,0.0419882999995024,0,36,0
16,57,1221280,274173,47342,54544,20081,4947,4482,2258,0,0.7790858000007574,0,36,0
24,54,27878,55224,5702,19027,18628,4606,1755,1454,0,1.8144035000004808,0,36,0
26,60,8815,24648,15655,9864,18867,5369,1606,1106,0,2.781682600001659,0,36,0
48,66,1429,5001,23251,8109,6059,6703,2082,588,0,3.773604000001797,0,36,0
48,66,1429,5001,23251,8109,6059,6703,2082,588,0,4.77223910000248,0,36,0
48,66,1429,5001,23251,8109,6059,6703,2082,588,0,4.772514600001159,0,36,0
80,66,13361,22469,8611,6491,13319,5333,2070,2059,0,4.773440200002369,0,36,0
100,70,7590,16548,12681,5187,10921,10704,3201,603,0,5.778660200001468,0,36,0
100,87,9506,11295,47439,3714,3639,6688,4088,2145,0,7.763440800001263,0,36,0
100,91,3362,14333,11957,2583,8848,5676,3251,1645,0,8.796125900000334,0,36,0
100,100,13607,10747,1590,23711,8515,7803,2799,3616,0,9.813473000001975,0,36,0
100,100,13607,10747,1590,23711,8515,7803,2799,3616,31,10.081170600002224,0,36,0
100,77,185579,6946,1347,1737,2919,3805,1029,458,0,10.77284480000162,0,36,0
100,61,19814,3935,13691,3428,10448,11210,2558,1537,0,11.769643800002086,0,36,0
100,53,35934,53917,11840,4882,12042,10687,2338,2307,0,12.778997200002776,0,36,0
100,53,35934,53917,11840,4882,12042,10687,2338,2307,0,14.781649800002924,0,36,0
100,53,35934,53917,11840,4882,12042,10687,2338,2307,0,14.781861900002696,0,36,0
80,54,92901,149370,18479,41219,18010,16900,13042,11643,0,14.782537900002351,0,36,0
94,64,20014,19954,18722,2668,8635,6128,6747,4538,0,17.770476500001678,0,36,0
94,64,20014,19954,18722,2668,8635,6128,6747,4538,37,18.63701910000236,0,36,0
88,67,126921,69422,22552,12197,11419,5099,8991,3609,0,18.767363300001307,0,36,0
44,34,119298,39563,605,2451,7765,1961,1191,830,0,20.772388299999875,0,36,0
56,27,108793,39400,13086,14024,11103,25067,4506,941,0,21.779302999999345,0,36,0
60,13,44938,108329,8692,5161,7400,7549,2381,1514,0,22.766407099999924,0,36,0
44,11,577821,255795,38446,48253,20594,9986,2642,2306,0,23.771185900001,0,36,0
44,11,577821,255795,38446,48253,20594,9986,2642,2306,0,24.773739200001728,0,36,0
44,11,577821,255795,38446,48253,20594,9986,2642,2306,0,24.77401839999948,0,36,0
51,41,298242,63335,22818,44192,24586,11781,7579,2704,0,24.77501409999968,0,36,0
48,84,132948,23537,38165,30275,17872,13975,5119,4466,0,26.81350250000105,0,36,0
54,100,39492,23786,31054,122024,12784,7969,1363,2739,0,27.78822500000024,0,36,0
51,100,57175,42422,74790,96795,13492,16196,4466,2889,0,28.79689620000136,0,36,0
50,100,46619,34006,8912,14947,14304,5579,2399,2472,0,29.78022410000267,0,36,0
44,90,24761,21592,13723,8427,2929,4071,1657,1864,0,30.791439600001468,0,36,0
53,69,42545,26203,15174,4216,7874,5054,1580,1758,0,31.77971389999948,0,36,0
51,60,79310,30089,14715,16958,1353,4033,3560,2047,0,32.770951599999535,0,36,0
53,66,38481,8491,8647,19810,23656,4063,4149,1849,0,33.77992269999959,0,36,0
53,66,38481,8491,8647,19810,23656,4063,4149,1849,0,34.78995860000214,0,36,0
53,66,38481,8491,8647,19810,23656,4063,4149,1849,0,34.79019660000267,0,36,0
51,66,55449,26442,16863,15959,13972,5045,2102,1623,0,34.79058290000103,0,36,0
43,64,82611,67077,22872,14816,23021,5016,3311,816,0,35.77035660000183,0,36,0
38,63,31665,35743,29057,13390,13353,3578,2860,926,0,36.78017440000258,0,36,0
34,57,16758,74217,26181,12368,6375,7063,1932,537,0,37.812851800001226,0,36,0
37,63,47601,12888,11731,17186,8149,4932,3331,1915,0,38.77090080000198,0,36,0
54,74,36142,16127,21159,12696,2431,12721,3785,1201,0,39.77170119999937,0,36,0
60,56,47361,47490,1739,6863,1703,3755,3838,1815,0,40.784122600001865,0,36,0
67,63,75838,17484,17403,17417,17081,6451,3210,1521,0,41.76462170000013,0,36,0
67,63,75838,17484,17403,17417,17081,6451,3210,1521,57,42.3813353000005,0,36,0
67,63,75838,17484,17403,17417,17081,6451,3210,1521,52,42.6325766000009,0,36,0
64,57,551942,27016,27165,5473,9427,4854,540,192,0,42.77937380000003,0,36,0
64,57,551942,27016,27165,5473,9427,4854,540,192,49,42.837516999999934,0,36,0
64,57,551942,27016,27165,5473,9427,4854,540,192,40,43.17041670000253,0,36,0
64,57,551942,27016,27165,5473,9427,4854,540,192,44,43.74812260000181,0,36,0
54,47,568269,153017,23823,35076,33648,22395,5984,5914,0,43.78070450000087,0,36,0
54,47,568269,153017,23823,35076,33648,22395,5984,5914,38,43.9374295000016,0,36,0
54,47,568269,153017,23823,35076,33648,22395,5984,5914,0,44.7951447000014,0,36,0
54,47,568269,153017,23823,35076,33648,22395,5984,5914,0,44.79582370000208,0,36,0
53,56,46750,14913,6933,2642,1856,1483,285,266,0,44.7962320000006,0,36,0
53,56,46750,14913,6933,2642,1856,1483,285,266,38,44.91476900000271,0,36,0
53,56,46750,14913,6933,2642,1856,1483,285,266,48,45.28790110000045,0,36,0
53,56,46750,14913,6933,2642,1856,1483,285,266,53,45.66275470000255,0,36,0
38,57,50914,20052,21070,1915,1467,1413,195,149,0,45.7809613999998,0,36,0
38,57,50914,20052,21070,1915,1467,1413,195,149,46,46.05233869999938,0,36,0
38,57,50914,20052,21070,1915,1467,1413,195,149,49,46.3970337000028,0,36,0
23,50,244840,195276,54344,7556,8373,5125,633,514,0,46.77817510000023,0,36,0
23,50,244840,195276,54344,7556,8373,5125,633,514,52,46.81201940000028,0,36,0
23,50,244840,195276,54344,7556,8373,5125,633,514,52,47.302280800002336,0,36,0
16,51,200828,208999,63823,22169,23792,18548,2151,3769,0,47.7788158000003,0,36,0
16,51,200828,208999,63823,22169,23792,18548,2151,3769,63,48.203630600000906,0,36,1
16,51,200828,208999,63823,22169,23792,18548,2151,3769,52,48.59710149999955,0,36,0
4,37,1209074,323164,30994,12015,7371,8030,873,424,0,48.764021500002855,0,36,0
4,37,1209074,323164,30994,12015,7371,8030,873,424,44,48.898726800001896,0,36,0
4,37,1209074,323164,30994,12015,7371,8030,873,424,46,49.31023479999931,0,36,0
4,37,1209074,323164,30994,12015,7371,8030,873,424,52,49.76369970000087,0,36,0
1,20,148836,164870,27631,6501,12044,3073,1202,356,0,49.76489800000127,0,36,0
1,20,148836,164870,27631,6501,12044,3073,1202,356,50,50.24578979999933,0,36,0
1,20,148836,164870,27631,6501,12044,3073,1202,356,53,50.69854789999954,0,36,0
4,21,274407,88149,26822,7226,6297,5582,519,1436,0,50.76504680000289,0,36,0
4,21,274407,88149,26822,7226,6297,5582,519,1436,48,51.09184980000282,0,36,0
4,21,274407,88149,26822,7226,6297,5582,519,1436,47,51.498259800002415,0,36,0
7,21,42041,21403,5936,2500,2604,2125,705,251,0,51.78840100000161,0,36,0
7,21,42041,21403,5936,2500,2604,2125,705,251,43,51.9782097999996,0,36,0
7,21,42041,21403,5936,2500,2604,2125,705,251,44,52.37904470000285,0,36,0
7,21,42041,21403,5936,2500,2604,2125,705,251,43,52.94807220000075,0,36,0
7,21,42041,21403,5936,2500,2604,2125,705,251,41,53.26381380000021,0,36,0
7,21,42041,21403,5936,2500,2604,2125,705,251,50,53.64756150000176,0,36,0
41,20,118473,33716,1411,1607,2850,1247,310,179,0,53.78128669999933,0,36,0
41,20,118473,33716,1411,1607,2850,1247,310,179,0,54.78837250000288,0,36,0
41,20,118473,33716,1411,1607,2850,1247,310,179,0,54.78875200000039,0,36,0
38,11,21673,59870,8147,2399,3930,2101,1151,428,0,54.78914310000255,0,36,0
13,1,94677,55104,10130,3393,4443,2000,450,246,0,56.77837610000279,0,36,0
8,20,219827,96128,80206,37222,31480,5148,1032,1083,0,57.78034839999964,0,36,0
8,20,219827,96128,80206,37222,31480,5148,1032,1083,49,58.69636589999936,0,36,0
14,26,999628,316546,45650,58419,52245,21840,6897,3699,0,58.79219910000029,0,36,0
14,26,999628,316546,45650,58419,52245,21840,6897,3699,44,59.36092529999951,0,36,0
4,27,78584,46855,3851,2472,2438,1352,451,548,0,59.76429420000204,0,36,0
12,47,933546,1596970,197912,79957,110185,37763,35204,90049,217,0.0,0,37,1
65,67,856740,1716463,156640,169640,178640,121952,50356,96764,161,0.5851389425978769,0,37,2
68,39,1928668,1901960,3585,144672,165506,45749,69641,70425,184,2.883305341138903,0,37,1
59,98,291404,242063,118317,96686,167325,10838,11216,41618,220,4.305277345809935,0,37,1
73,8,1530466,1695407,113201,167377,44429,20529,24385,57181,91,5.568380516778307,0,37,1
56,42,174634,1643538,98919,142334,126268,141128,37844,91715,217,7.546453190740865,0,37,1
98,57,697751,871833,92345,36950,192762,66630,37848,83310,182,9.110339947012342,0,37,1
91,37,1954141,1559043,163285,138319,109699,106535,42815,1755,111,9.285175067381852,0,37,2
78,8,1868309,1169120,87393,162523,153277,43400,93469,29247,223,10.486334832292416,0,37,1
22,1,1005841,1979739,87432,3962,6944,80628,29957,98293,83,12.741192311714057,0,37,1
83,2,123992,889135,141057,83612,149575,51080,73229,33040,148,14.643065680194995,0,37,1
92,28,1318220,302182,152278,27012,13259,54706,74844,43602,219,14.819908165382316,0,37,2
95,47,1735918,76411,79901,97084,117468,164682,81119,47410,169,16.79058243953262,0,37,1
7,48,1673969,28377,3511,106868,119048,92077,23130,97252,101,17.1211783290487,0,37,2
93,17,1287081,498861,147215,163736,169292,193747,96441,96714,247,17.415936405159876,0,37,2
81,55,1341448,938671,15832,39744,84280,115826,55655,73532,140,19.71798754166329,0,37,1
98,38,427793,771779,161033,126609,124745,46119,77546,9312,133,21.34838404774605,0,37,1
16,89,409727,1191585,79781,6504,96124,139928,14654,34211,64,22.174228383999854,0,37,2
92,84,1593893,969737,64095,77096,84576,1413,33985,5776,158,22.872358922323507,0,37,1
48,53,1003975,1602801,95137,14012,128436,179544,28155,82471,171,23.73766112520781,0,37,2
40,61,72177,1844173,178503,170381,39386,122229,42698,51941,75,26.22165837169936,0,37,1
33,34,152555,1916939,135971,35088,62187,18752,41026,1175,187,27.35976295090697,0,37,1
16,4,193340,635193,40489,143069,41095,124077,1063,59218,235,29.275227365569055,0,37,1
67,62,1663197,1316581,51180,59415,111036,88476,40279,58819,68,29.47108278645023,0,37,2
45,62,1635864,1597407,188774,178923,128653,132964,48182,79193,234,30.280909179323007,0,37,1
34,31,1416903,547633,101213,22061,118754,13846,1251,83730,158,30.696632361481722,0,37,2
33,44,684332,1018691,73178,129164,115095,114746,58049,10046,187,32.873260596190185,0,37,1
59,72,73095,58343,144125,103170,196876,139475,16683,12257,245,34.73329942103366,0,37,1
5,43,1639945,35808,115432,48958,101756,46752,24754,69479,202,35.53498529838274,0,37,2
91,69,559298,497700,186278,42822,88483,65265,62639,55559,180,37.59251100371949,0,37,1
80,77,384820,838622,173402,85418,185646,167134,47712,97391,109,39.466220716058174,0,37,1
86,38,742389,1748807,132447,19501,84636,96375,13363,17725,89,41.14988200983042,0,37,1
91,67,719564,1677343,164759,82065,7264,170933,40900,98294,211,41.58416721292977,0,37,2
48,58,449501,1472173,46595,1587,18212,174335,93033,5102,91,42.45595323820153,0,37,1
39,81,670112,1025258,112600,194326,52890,195994,89010,33520,167,43.50813054810206,0,37,1
6,76,1580989,1749863,132838,26539,81893,13568,37274,14051,232,44.73292650896726,0,37,1
3,33,1922297,1621022,70265,95632,117248,102807,46479,29163,106,45.678532073514404,0,37,2
49,97,421531,1117175,143346,187286,198047,36572,69942,86602,85,46.81204313375093,0,37,1
27,65,929783,1782232,21198,172765,112476,131853,84156,54760,149,47.459788678933506,0,37,2
24,37,94792,1238472,41416,176963,18790,186834,1603,82053,210,48.15125326378808,0,37,1
32,12,1153858,31831,133570,110138,196479,54161,97324,97063,193,48.83168099336362,0,37,2
5,64,1596764,80193,23494,44971,109537,87827,61279,5455,242,49.05432026744634,0,37,2
77,80,1105939,1879620,186776,143160,161528,64711,56732,15940,158,49.80818441774354,0,37,1
1,38,1707111,971585,85802,70312,159170,192349,5299,38441,129,52.02459428852334,0,37,1
54,98,278164,52469,58391,110153,139585,107221,22311,72146,103,52.89967601699787,0,37,2
40,82,139939,1931995,166756,62662,75943,28933,31905,67045,210,53.533555689475854,0,37,1
13,0,1626079,1849125,48264,101626,160129,184841,71632,72864,230,53.994726642694026,0,37,2
74,15,1512384,1559385,52100,61568,26171,27735,23429,87093,168,54.87915645806243,0,37,1
36,12,1435740,65554,199080,92584,28684,174791,10993,42438,250,56.83976008525071,0,37,1
66,45,1046718,1359498,81875,43732,20250,58963,84436,39303,85,57.36110534687801,0,37,2
72,99,1820656,1659799,5609,52040,98708,70695,76807,62171,163,58.3874455247552,0,37,1
56,93,1283670,144738,19416,146508,153539,115297,42556,92426,87,60.82582958539007,0,37,1
54,9,998885,1363750,76736,65645,182150,199829,46746,15629,230,61.75623207776477,0,37,2
87,86,1005529,417630,19363,75330,156887,180737,42608,58881,187,62.49926219205604,0,37,1
5,2,265843,596128,26958,117138,119681,53270,53001,82051,169,63.136790958868936,0,37,2
93,82,269861,1053861,33227,42055,167792,87972,89834,76906,225,63.81115794852537,0,37,1
37,88,309418,1286483,128098,169003,131632,151587,94935,57593,114,65.61646650515705,0,37,1
